activity_id,deal_id,activity_type,activity_date,details
911,277,demo,2026-01-16,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Other seven dark and simply structure analysis.""}"
912,277,demo,2026-01-22,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Yeah tree collection always authority outside.""}"
913,278,call,2025-09-04,"{""call_duration"": 441, ""outcome"": ""negative"", ""notes"": ""Image say goal most plant smile real.""}"
914,279,meeting,2025-06-22,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Result movie itself scientist act employee.""}"
915,279,call,2025-07-01,"{""call_duration"": 543, ""outcome"": ""neutral"", ""notes"": ""Visit ready often financial step probably son.""}"
916,279,email,2025-07-11,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Week sell foreign around.""}"
917,279,email,2025-07-16,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Almost step surface trouble office.""}"
918,279,meeting,2025-07-20,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Project later note pattern approach vote.""}"
919,280,demo,2025-08-06,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Yes everything model baby claim prove yes the.""}"
920,280,demo,2025-08-07,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Course consumer suffer political collection though.""}"
921,280,email,2025-08-13,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Still enjoy situation hundred any spring cell.""}"
922,280,call,2025-08-15,"{""call_duration"": 159, ""outcome"": ""negative"", ""notes"": ""Own unit writer happen magazine.""}"
923,280,call,2025-08-20,"{""call_duration"": 353, ""outcome"": ""neutral"", ""notes"": ""Performance expert member property focus somebody trade.""}"
924,281,call,2025-11-26,"{""call_duration"": 565, ""outcome"": ""negative"", ""notes"": ""Over type debate board fund remain.""}"
925,281,call,2025-11-27,"{""call_duration"": 414, ""outcome"": ""positive"", ""notes"": ""Receive investment magazine learn successful.""}"
926,281,email,2025-12-04,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Season reveal difficult within them.""}"
927,281,meeting,2025-12-13,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Turn close near collection.""}"
928,282,meeting,2025-05-11,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Large compare few spring.""}"
929,282,call,2025-05-21,"{""call_duration"": 397, ""outcome"": ""positive"", ""notes"": ""Second somebody law unit.""}"
930,282,meeting,2025-05-29,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Wide baby point health.""}"
931,283,meeting,2026-02-16,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Still large skill argue best international wall.""}"
932,283,meeting,2026-02-20,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Message hotel would and benefit.""}"
933,283,demo,2026-02-22,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Central control firm stand everyone.""}"
934,284,call,2025-04-13,"{""call_duration"": 341, ""outcome"": ""neutral"", ""notes"": ""Difficult go reflect hold.""}"
935,284,demo,2025-04-23,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Woman them carry address sell wish skin agent.""}"
936,284,call,2025-04-29,"{""call_duration"": 540, ""outcome"": ""positive"", ""notes"": ""West fall research.""}"
937,284,call,2025-05-01,"{""call_duration"": 394, ""outcome"": ""negative"", ""notes"": ""Itself write computer challenge investment cold.""}"
938,284,email,2025-05-03,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Respond score no.""}"
939,284,call,2025-05-13,"{""call_duration"": 418, ""outcome"": ""positive"", ""notes"": ""From executive young president.""}"
940,284,meeting,2025-05-16,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Race provide expect church movement.""}"
941,285,call,2025-07-02,"{""call_duration"": 108, ""outcome"": ""positive"", ""notes"": ""Together seat middle yet us.""}"
942,285,meeting,2025-07-08,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Various four kitchen father like audience wide.""}"
943,286,call,2025-11-23,"{""call_duration"": 239, ""outcome"": ""negative"", ""notes"": ""Book society among language.""}"
944,287,call,2025-09-16,"{""call_duration"": 282, ""outcome"": ""negative"", ""notes"": ""Thus own material tonight.""}"
945,287,email,2025-09-22,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Enough accept foot someone pretty poor.""}"
946,288,call,2026-01-12,"{""call_duration"": 237, ""outcome"": ""positive"", ""notes"": ""Most get foreign option parent.""}"
947,288,meeting,2026-01-17,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Deep local official right.""}"
948,288,demo,2026-01-18,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Month weight morning these never measure keep unit.""}"
949,289,meeting,2025-04-09,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Note suddenly series.""}"
950,289,meeting,2025-04-18,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Night kid beyond talk group school job.""}"
951,289,call,2025-04-28,"{""call_duration"": 443, ""outcome"": ""neutral"", ""notes"": ""Recent without star audience foot.""}"
952,290,call,2025-08-22,"{""call_duration"": 195, ""outcome"": ""neutral"", ""notes"": ""Wall increase without name big.""}"
953,290,demo,2025-08-30,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Range issue very.""}"
954,290,demo,2025-09-07,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""It save think property.""}"
955,290,meeting,2025-09-13,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Law that add bad surface language.""}"
956,291,call,2025-07-18,"{""call_duration"": 231, ""outcome"": ""neutral"", ""notes"": ""Rate various fish all around.""}"
957,291,demo,2025-07-23,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Around college star.""}"
958,291,email,2025-08-01,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Amount thus system quality.""}"
959,291,email,2025-08-07,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Democratic attack purpose decide collection ever key high.""}"
960,292,email,2025-11-18,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Decide responsibility discussion.""}"
961,292,demo,2025-11-21,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Dark many something wrong cut whom.""}"
962,292,call,2025-11-24,"{""call_duration"": 425, ""outcome"": ""positive"", ""notes"": ""Lead fall participant.""}"
963,292,demo,2025-12-03,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Shoulder almost shoulder heavy evidence sort.""}"
964,293,email,2025-11-05,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Almost room three bank last thus phone.""}"
965,293,demo,2025-11-09,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Our stock current year officer example threat.""}"
966,293,email,2025-11-16,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Myself shake Mr lot environment.""}"
967,294,email,2025-08-10,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Individual degree among research phone hold.""}"
968,294,meeting,2025-08-19,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Relate question them individual.""}"
969,294,meeting,2025-08-21,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""At listen bill.""}"
970,294,meeting,2025-08-31,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Measure sort agree local alone fly newspaper.""}"
971,295,email,2025-10-29,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Shake choice girl door.""}"
972,295,meeting,2025-11-07,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""True cut house.""}"
973,295,demo,2025-11-09,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Partner reduce small away.""}"
974,295,email,2025-11-15,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Billion ago amount degree material nice someone they.""}"
975,296,demo,2026-02-17,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Pay so detail discuss growth memory per.""}"
976,296,demo,2026-02-20,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Control able stage.""}"
977,296,email,2026-03-02,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Entire whom collection ten eat.""}"
978,296,email,2026-03-08,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Similar experience risk man whose.""}"
979,296,demo,2026-03-12,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Decision though network still.""}"
980,297,call,2026-02-10,"{""call_duration"": 425, ""outcome"": ""neutral"", ""notes"": ""Unit north morning send.""}"
981,297,call,2026-02-12,"{""call_duration"": 382, ""outcome"": ""positive"", ""notes"": ""Situation improve first.""}"
982,298,email,2025-05-04,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""The analysis guess billion develop memory.""}"
983,298,email,2025-05-13,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Parent research cultural letter a region song.""}"
984,299,call,2025-05-28,"{""call_duration"": 405, ""outcome"": ""neutral"", ""notes"": ""Player board fact sense beat.""}"
985,299,email,2025-05-30,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Around use south discussion evening.""}"
986,300,meeting,2025-07-30,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Fish speak why foot certain many.""}"
987,300,email,2025-08-09,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Better who the consider necessary catch nearly reach.""}"
988,300,email,2025-08-13,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Truth recognize fire.""}"
989,300,demo,2025-08-23,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Marriage stay expert throw institution whose.""}"
990,300,meeting,2025-08-26,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Few open act.""}"
991,300,demo,2025-08-30,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Strong letter word suddenly street example theory.""}"
992,300,meeting,2025-09-09,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Kid short remain most.""}"
993,301,email,2025-09-30,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Management push class Democrat season weight none protect.""}"
994,302,email,2025-03-21,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Buy will catch dream research reach around.""}"
995,302,email,2025-03-27,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Shoulder wonder professor continue hit risk bill while.""}"
996,302,demo,2025-04-06,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Feel right public run second age nearly policy.""}"
997,303,email,2025-12-24,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Stand important continue.""}"
998,303,call,2025-12-30,"{""call_duration"": 558, ""outcome"": ""neutral"", ""notes"": ""Tell station machine wind trial table nation.""}"
999,303,meeting,2026-01-03,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""No order may card.""}"
1000,303,meeting,2026-01-09,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""What lose beyond throw there remain a land.""}"
1001,303,call,2026-01-13,"{""call_duration"": 185, ""outcome"": ""neutral"", ""notes"": ""Day pay college majority line.""}"
1002,304,demo,2025-08-09,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""There manager lawyer through focus organization yeah.""}"
1003,304,demo,2025-08-15,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Hotel brother may half do year.""}"
1004,305,call,2025-04-15,"{""call_duration"": 478, ""outcome"": ""negative"", ""notes"": ""Investment stock size page act million.""}"
1005,305,call,2025-04-19,"{""call_duration"": 231, ""outcome"": ""negative"", ""notes"": ""Save skill available thus past.""}"
1006,305,meeting,2025-04-25,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Let base oil room unit choose.""}"
1007,305,demo,2025-04-26,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Hospital too local natural certain.""}"
1008,306,call,2025-08-27,"{""call_duration"": 62, ""outcome"": ""positive"", ""notes"": ""Statement away author necessary.""}"
1009,306,email,2025-08-29,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Some whose discover act great.""}"
1010,307,email,2025-05-12,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Water something trouble fight training many.""}"
1011,307,call,2025-05-21,"{""call_duration"": 148, ""outcome"": ""neutral"", ""notes"": ""Reflect election should official relate easy.""}"
1012,307,demo,2025-05-25,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Seven scientist magazine Republican live head own join.""}"
1013,308,email,2025-12-22,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Source wait much green various environmental standard.""}"
1014,308,demo,2025-12-31,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Four lead speech.""}"
1015,308,meeting,2026-01-07,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Thank want rock road.""}"
1016,309,demo,2026-03-24,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Put late thank opportunity once.""}"
1017,309,demo,2026-04-01,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Charge wind west instead.""}"
1018,309,email,2026-04-05,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Second radio send over conference five.""}"
1019,309,email,2026-04-13,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Investment seven necessary care table through use.""}"
1020,310,meeting,2025-07-02,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Natural good impact cover success.""}"
1021,311,email,2025-04-20,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Knowledge hold arrive agreement.""}"
1022,311,demo,2025-04-21,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Bar speak until remain industry when.""}"
1023,311,call,2025-04-25,"{""call_duration"": 239, ""outcome"": ""neutral"", ""notes"": ""City future reason town center crime.""}"
1024,311,meeting,2025-05-05,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Scientist learn wear report.""}"
1025,311,demo,2025-05-15,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Close statement contain cover.""}"
1026,311,meeting,2025-05-18,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Teacher major particularly our finish study audience activity.""}"
1027,311,call,2025-05-28,"{""call_duration"": 209, ""outcome"": ""neutral"", ""notes"": ""Foot check become.""}"
1028,312,demo,2025-06-10,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Power defense into new huge.""}"
1029,312,call,2025-06-11,"{""call_duration"": 149, ""outcome"": ""negative"", ""notes"": ""Certain alone clear order popular morning.""}"
1030,312,call,2025-06-19,"{""call_duration"": 509, ""outcome"": ""neutral"", ""notes"": ""Any whole picture car walk.""}"
1031,313,email,2026-01-05,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Billion mind ahead assume give.""}"
1032,313,call,2026-01-15,"{""call_duration"": 102, ""outcome"": ""negative"", ""notes"": ""Senior prepare foot describe third.""}"
1033,313,demo,2026-01-18,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""By keep institution policy politics.""}"
1034,313,email,2026-01-21,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Me fear tonight charge arm forward future.""}"
1035,313,call,2026-01-25,"{""call_duration"": 532, ""outcome"": ""neutral"", ""notes"": ""Exactly season short enough sort matter.""}"
1036,314,meeting,2025-11-18,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Beyond president statement capital bar trade.""}"
1037,314,meeting,2025-11-27,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Law network miss change son another relationship drop.""}"
1038,314,meeting,2025-12-03,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Sign personal into owner now scene price.""}"
1039,314,demo,2025-12-04,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Race often body everything.""}"
1040,315,demo,2025-08-27,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Adult bill away beyond certainly minute until get.""}"
1041,315,meeting,2025-09-04,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Prove gas step far under meet debate.""}"
1042,315,demo,2025-09-11,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Thus watch alone run collection.""}"
1043,315,call,2025-09-16,"{""call_duration"": 533, ""outcome"": ""negative"", ""notes"": ""Trial act recent decade always month.""}"
1044,316,demo,2025-05-30,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Senior live others full.""}"
1045,316,email,2025-06-08,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Would family court human executive.""}"
1046,316,call,2025-06-13,"{""call_duration"": 543, ""outcome"": ""neutral"", ""notes"": ""Order record pass past officer season bad threat.""}"
1047,316,email,2025-06-23,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Image moment election space some oil.""}"
1048,316,call,2025-06-24,"{""call_duration"": 472, ""outcome"": ""positive"", ""notes"": ""Several that board fill necessary return.""}"
1049,317,meeting,2025-11-24,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Fund detail real establish.""}"
1050,317,demo,2025-12-02,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Field sing democratic sister meeting material many present.""}"
1051,317,demo,2025-12-07,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Avoid star message.""}"
1052,317,meeting,2025-12-08,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Result seek next if theory one themselves.""}"
1053,317,email,2025-12-09,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""True reveal show brother.""}"
1054,318,call,2025-08-07,"{""call_duration"": 319, ""outcome"": ""neutral"", ""notes"": ""Child me community bit.""}"
1055,318,demo,2025-08-08,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Rule religious able shake south.""}"
1056,318,call,2025-08-15,"{""call_duration"": 261, ""outcome"": ""negative"", ""notes"": ""Inside career hot business seat.""}"
1057,318,call,2025-08-24,"{""call_duration"": 91, ""outcome"": ""positive"", ""notes"": ""Artist society job modern change condition source.""}"
1058,318,email,2025-09-03,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Per represent know security understand.""}"
1059,318,demo,2025-09-12,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Talk look skill evening response turn.""}"
1060,318,call,2025-09-16,"{""call_duration"": 459, ""outcome"": ""neutral"", ""notes"": ""Town television month live choose word how including.""}"
1061,319,meeting,2025-11-29,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Particularly left ground have.""}"
1062,319,call,2025-12-06,"{""call_duration"": 276, ""outcome"": ""positive"", ""notes"": ""Identify weight international.""}"
1063,319,meeting,2025-12-09,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Their meet listen.""}"
